date,anger_score,disgust_score,fear_score,joy_score,sadness_score,anger_count,disgust_count,fear_count,joy_count,sadness_count,count,close,open,high,low,change
20120206,24.814392,2.614071,1.68803,124.428612,35.484081,30,3,2,143,42,1000,12845.13,12860.72,12860.79,12793.43,-0.13
20120207,31.043306,3.636989,3.266825,133.255285,21.651595,37,4,4,154,26,1000,12878.2,12844.37,12903.71,12782.57,0.0026
20120208,20.127503,3.549671,7.174795,126.795748,29.073959,24,4,8,147,34,1000,12883.95,12865.79,12893.64,12817.69,0.0004
20120209,31.992172,6.994988,4.240882,104.547155,29.64847,38,8,5,120,35,1000,12890.46,12884.41,12924.71,12846.41,0.0005
20120210,35.470041,4.437037,3.550203,119.629917,20.862393,43,5,4,139,25,1000,12801.23,12889.55,12889.63,12743.56,-0.69
20120213,25.213798,5.155226,2.516981,128.37868,19.450795,30,6,3,148,23,1000,12874.04,12799.11,12887.93,12799.11,0.0057
20120214,18.289856,4.449099,0,177.54864,15.666601,22,5,0,202,19,1000,12878.28,12871.77,12878.88,12786.93,0.0003
20120215,29.19698,2.632,7.032532,124.774084,21.351132,34,3,8,143,25,1000,12780.95,12864.65,12899.47,12753.62,-0.76
20120216,23.266291,4.208517,5.352725,122.961072,23.062831,28,5,6,142,27,1000,12904.08,12779.81,12914,12779.58,0.0096
20120217,18.479891,5.989935,4.390892,135.352961,25.002063,22,7,5,157,29,1000,12949.87,12903.33,12967.92,12903.25,0.0035
20120221,18.823067,5.799899,10.581572,105.789561,28.866089,22,7,12,122,34,1000,12965.69,12949.34,13005.04,12926.11,0.0012
20120222,20.941264,4.435831,7.086281,109.394,21.141666,25,5,8,125,25,1000,12938.67,12966.22,12977.91,12914.83,-0.21
20120223,28.627755,2.631893,7.015644,129.955438,27.663216,34,3,8,150,33,1000,12984.69,12937.08,12996.08,12882.67,0.0036
20120224,24.236311,2.614167,5.260697,134.876033,17.578538,29,3,6,154,21,1000,12982.95,12981.2,13013.82,12950.59,-0.01
20120227,34.814215,7.7741,2.797243,135.150207,18.699607,42,9,3,157,22,1000,12981.51,12981.13,13027.52,12882.59,-0.01
20120228,27.002585,4.341475,7.982888,120.579811,29.951865,32,5,9,141,36,1000,13005.12,12976.74,13021.51,12952.82,0.0018
20120229,26.239985,11.157424,7.182672,125.899793,28.941714,31,13,8,147,34,1000,12952.07,13005.42,13055.75,12929.66,-0.41
20120301,26.228957,5.230973,2.660233,135.570329,24.346602,31,6,3,155,29,1000,12980.3,12952.29,13032.67,12943.06,0.0022
20120302,25.857146,4.423041,3.380903,137.196842,24.382398,31,5,4,158,28,1000,12977.57,12980.75,12997.51,12927.77,-0.02
20120305,25.306898,4.310706,6.379105,109.772985,22.241672,30,5,7,126,27,1000,12962.81,12977.34,12977.34,12883.91,-0.11
20120306,28.037653,6.297719,2.922801,120.946717,17.621044,34,7,3,139,21,1000,12759.15,12958.65,12958.73,12734.86,-1.57
20120307,34.577029,2.760085,6.945933,126.153966,22.35226,41,3,8,146,26,1000,12837.33,12756.12,12857.73,12751.51,0.0061
20120308,24.225429,3.449044,7.085255,129.249683,22.991607,29,4,8,149,27,1000,12907.94,12835.53,12937.19,12835.53,0.0055
20120309,26.682278,2.519724,4.229929,122.708826,33.867536,32,3,5,142,40,1000,12922.02,12908.62,12968.79,12906.43,0.0011
20120312,21.23457,7.019267,4.542897,137.112294,25.403674,25,8,5,160,30,1000,12959.71,12920.58,12976.36,12919.98,0.0029
20120313,24.298623,2.595438,6.310518,113.882159,23.431346,29,3,7,132,28,1000,13177.68,12953.2,13180.4,12953.13,0.0168
20120314,25.142692,3.45762,1.704039,125.870782,18.385346,30,4,2,147,22,1000,13194.1,13177.15,13221.27,13166.25,0.0012
20120315,28.318101,3.570572,8.404015,115.355068,18.207479,34,4,10,134,22,1000,13252.76,13192.97,13253.51,13170.19,0.0044
20120316,21.628631,6.297389,6.255379,118.687738,29.444591,26,7,7,137,35,1000,13232.62,13253.51,13289.08,13231.45,-0.15
20120319,20.591722,4.277546,8.754392,123.184323,20.988201,24,5,10,143,25,1000,13239.13,13231.94,13269.71,13208.63,0.0005
20120320,23.148663,5.278709,1.845499,116.471338,26.206801,28,6,2,135,31,1000,13170.19,13238.45,13238.45,13123.38,-0.52
20120321,26.895638,3.577795,0.785099,141.152211,22.068168,32,4,1,164,26,1000,13124.62,13170.79,13190.02,13112.93,-0.35
20120322,23.439347,4.918288,3.52292,122.428385,21.042552,28,6,4,142,25,1000,13046.14,13124.4,13124.47,13017.42,-0.6
20120323,37.125267,7.089733,6.285197,113.776052,21.754716,44,8,7,131,26,1000,13080.73,13045.99,13099.91,13002.77,0.0027
20120326,21.94219,6.194201,7.036405,114.511896,22.025012,26,7,8,133,26,1000,13241.63,13082.62,13243.86,13082.39,0.0123
20120327,29.219206,7.054686,3.556139,115.091722,22.824048,35,8,4,133,27,1000,13197.73,13242.09,13264.98,13194.33,-0.33
20120328,22.223078,6.843507,6.978501,124.833886,26.297413,26,8,8,144,31,1000,13126.21,13195.39,13212.64,13069.26,-0.54
20120329,18.395798,3.45683,7.944016,131.447048,22.902226,22,4,9,152,27,1000,13145.82,13125.99,13151.57,13032.67,0.0015
20120330,26.095968,3.436575,7.690007,119.555869,24.106576,31,4,9,138,28,1000,13212.04,13147.94,13224.49,13147.78,0.005
20120402,29.984646,4.344675,1.827196,119.010157,27.566924,36,5,2,139,32,1000,13264.49,13211.36,13297.11,13153.69,0.004
20120403,26.27669,6.038588,4.461331,115.937812,26.071391,31,7,5,134,31,1000,13199.55,13258.96,13265.36,13131.21,-0.49
20120404,24.068981,5.195997,5.24129,127.687041,25.997414,28,6,6,148,31,1000,13074.75,13198.19,13198.19,13020.86,-0.95
20120405,21.837635,5.084533,6.070611,127.190893,23.97271,26,6,7,147,28,1000,13060.14,13067.18,13088.11,13012.46,-0.11
20120409,30.327187,6.146026,5.394774,123.977893,21.213783,36,7,6,145,25,1000,12929.59,13057.57,13057.72,12903.78,-10
20120410,23.506464,3.649232,5.40887,109.493626,23.313361,28,4,6,126,27,1000,12715.93,12929.44,12929.59,12710.56,-1.65
20120411,20.94512,3.320094,7.0364,107.534957,22.257275,25,4,8,124,26,1000,12805.39,12716.92,12844.82,12716.92,0.007
20120412,27.891977,4.480935,3.376996,129.968016,30.816444,33,5,4,151,36,1000,12986.58,12806.45,12986.96,12806.3,0.0141
20120413,17.875788,3.509581,4.360137,139.991757,19.310437,21,4,5,163,23,1000,12849.59,12986.2,12986.35,12845.28,-1.05
20120416,34.707803,3.502176,1.694475,120.464196,15.189705,41,4,2,141,18,1000,12921.41,12850.88,12986.77,12850.8,0.0056
20120417,24.42197,3.469702,3.560688,122.296073,24.178492,29,4,4,141,28,1000,13115.54,12921.79,13131.36,12921.79,0.015
20120418,32.517816,4.156189,4.423936,115.919658,19.945701,39,5,5,135,24,1000,13032.75,13114.56,13114.56,13027.49,-0.63
20120419,29.611527,5.369837,8.010866,134.650665,23.915207,35,6,9,155,28,1000,12964.1,13028.73,13080.2,12896.82,-0.53
20120420,26.275862,2.679461,7.843736,115.958185,21.513338,31,3,9,135,25,1000,13029.26,12964.48,13082.54,12964.25,0.005
20120423,26.311593,5.326768,9.630869,133.079869,24.403841,31,6,11,152,29,1000,12927.17,13028.2,13028.2,12845.58,-0.78
20120424,21.4066,3.518874,3.520873,116.035107,28.73606,25,4,4,134,34,1000,13001.56,12927.77,13050.3,12926.49,0.0058
20120425,28.193292,6.205434,6.274028,119.667449,25.278967,33,7,7,141,30,1000,13090.72,12997.69,13105.7,12993.6,0.0069
20120426,17.610073,4.331726,5.232768,124.339142,21.240823,21,5,6,144,25,1000,13204.62,13090.11,13227.82,13075.96,0.0087
20120427,25.028523,5.29796,9.639431,122.519042,22.308133,30,6,11,141,26,1000,13228.31,13204.7,13266.68,13192.21,0.0018
20120430,17.882766,2.728527,6.256056,102.567427,17.182394,21,3,7,119,20,1000,13213.63,13228.31,13228.76,13176.01,-0.11
20120501,30.884512,5.586204,3.724136,133.830216,22.594444,36,6,4,153,26,1000,13279.32,13214.16,13338.66,13174.65,0.005
20120502,23.483593,5.394355,6.513881,105.981242,29.738891,28,6,7,124,35,1000,13268.57,13278.11,13278.11,13192.21,-0.08
20120503,23.536465,5.509956,9.91381,125.52413,23.691952,28,6,11,145,28,1000,13206.59,13267.59,13284.09,13175.64,-0.47
20120504,21.961317,3.608271,8.174908,133.852877,25.564871,26,4,9,156,30,1000,13038.27,13204.62,13205,13022.34,-1.27
20120507,25.334209,3.69079,7.197385,107.672683,27.292273,30,4,8,126,32,1000,13008.53,13035.85,13049.09,12970,-0.23
20120508,24.923638,7.079399,8.034057,117.952612,22.799043,30,8,9,137,27,1000,12932.09,13000.73,13000.73,12810.39,-0.59
20120509,26.518463,5.016415,3.325824,127.502069,24.622882,32,6,4,149,29,1000,12835.06,12921.81,12921.81,12748.48,-0.75
20120510,27.154499,2.585223,1.62631,91.600825,23.064343,32,3,2,108,27,1000,12855.04,12831.58,12931.71,12820.3,0.0016
20120511,19.040923,4.131804,3.724136,127.01013,18.073615,23,5,4,147,21,1000,12820.6,12851.79,12918.01,12779.28,-0.27
20120514,32.261838,5.298549,3.6141,120.163551,22.247244,38,6,4,140,26,1000,12695.35,12818.49,12818.86,12661.48,-0.98
20120515,25.683549,5.300164,6.171796,121.430306,21.941916,31,6,7,142,26,1000,12632,12695.05,12758.43,12608.16,-0.5
20120516,27.159324,5.580478,8.005015,134.948219,28.577227,32,6,9,155,34,1000,12598.55,12617.32,12722.63,12597.34,-0.26
20120517,31.173134,0.848645,0.764151,122.702189,19.892981,37,1,1,142,24,1000,12442.49,12598.32,12611.42,12440.52,-1.24
20120518,29.334145,7.054841,7.030816,118.042899,25.716042,35,8,8,137,31,1000,12369.38,12443.02,12492.97,12336.76,-0.59
20120521,29.305206,0,2.619955,120.310176,23.189457,35,0,3,140,28,1000,12504.48,12369.15,12508.11,12367.72,0.0109
20120522,27.664219,3.673566,5.573365,115.298344,23.651871,32,4,6,132,28,1000,12502.81,12505.38,12575.96,12447.33,-0.01
20120523,34.233722,3.35002,3.586689,127.824584,23.170054,41,4,4,148,27,1000,12496.15,12501.52,12508.3,12311.56,-0.05
20120524,28.609382,0.752381,3.597249,116.314555,19.322197,34,1,4,134,23,1000,12529.75,12491.91,12539.59,12419.63,0.0027
20120525,17.027413,2.356863,6.126139,125.687882,33.105236,20,3,7,145,39,1000,12454.83,12530.74,12533.12,12421.53,-0.6
20120529,29.799245,7.951559,5.243526,107.956371,28.903159,35,9,6,124,34,1000,12580.69,12454.83,12611.61,12454.6,0.0101
20120530,33.08555,5.418937,2.592724,104.079925,17.998309,39,6,3,122,21,1000,12419.86,12579.02,12579.1,12396.4,-1.28
20120531,20.54499,5.413572,2.862068,122.141856,22.517929,25,6,3,143,27,1000,12393.45,12414.41,12489.87,12316.48,-0.21
20120601,14.588488,5.265601,5.390059,119.82869,20.586893,17,6,6,139,24,1000,12118.57,12391.56,12391.63,12107.48,-2.22
20120604,20.918181,2.593621,7.053203,118.634821,30.816854,25,3,8,137,36,1000,12101.46,12119.85,12143.69,12035.09,-0.14
20120605,22.933593,8.591111,8.619129,136.635843,26.565085,27,10,10,156,31,1000,12127.95,12101.08,12147.55,12072.17,0.0022
20120606,29.401042,3.309256,1.598977,125.262926,22.743041,35,4,2,145,27,1000,12414.79,12125,12414.79,12125,0.0237
20120607,27.836776,4.404247,5.23656,138.191974,29.866572,33,5,6,161,35,1000,12460.96,12416.53,12555.26,12416.53,0.0037
20120608,19.808185,1.816695,4.701326,132.528157,28.860355,23,2,5,153,35,1000,12554.2,12460.81,12554.2,12398.44,0.0075
20120611,23.102199,3.52083,3.461943,107.068031,14.347289,28,4,4,124,17,1000,12411.23,12553.81,12650.47,12398.48,-1.14
20120612,31.83209,7.231223,4.546183,116.531734,25.042909,37,8,5,135,29,1000,12573.8,12412.07,12577.02,12411.91,0.0131
20120613,28.622958,2.793102,9.614361,119.881605,26.674911,34,3,11,138,31,1000,12496.38,12566.38,12598.25,12453.69,-0.62
20120614,30.496787,1.902362,3.738572,113.297068,23.273125,37,2,4,130,28,1000,12651.91,12497.89,12698.68,12497.66,0.0124
20120615,27.863662,7.912556,3.410251,114.015676,32.22693,33,9,4,131,38,1000,12767.17,12652.21,12774.7,12651.38,0.0091
20120618,31.948455,7.843119,7.973046,128.77995,33.840869,38,9,9,150,40,1000,12741.82,12767.02,12781.93,12696.18,-0.2
20120619,35.739452,7.094412,8.151011,120.53405,27.698116,43,8,9,140,32,1000,12837.33,12744.62,12898.94,12744.47,0.0075
20120620,31.424045,3.509556,4.905991,116.7406,25.086269,37,4,6,135,29,1000,12824.39,12837.1,12877.18,12744.92,-0.1
20120621,33.20088,7.054564,2.707423,107.075996,25.369844,40,8,3,124,30,1000,12573.57,12823.1,12857.39,12561.46,-1.96
20120622,32.931905,4.273999,6.349274,119.167699,33.183706,39,5,7,139,39,1000,12640.78,12574.82,12674.08,12574.67,0.0053
20120625,30.330973,3.482069,6.10757,118.836215,32.779473,37,4,7,138,39,1000,12502.66,12639.8,12639.87,12458.01,-1.09
20120626,29.302315,2.560471,0.931034,133.840585,18.192803,35,3,1,155,22,1000,12534.67,12503.57,12576.41,12452.03,0.0026
20120627,29.813397,4.168777,6.016789,118.328397,31.010915,36,5,7,139,36,1000,12627.01,12532.93,12646.87,12532.71,0.0074
20120628,31.038079,4.214388,4.527347,103.80395,28.551214,37,5,5,122,34,1000,12602.26,12626.25,12626.25,12450.17,-0.2
20120629,24.332255,5.293568,5.992979,106.751595,27.213826,29,6,7,124,32,1000,12880.09,12604.6,12880.39,12604.53,0.022
20120702,21.510911,4.228071,5.485545,116.939606,32.013622,26,5,6,137,38,1000,12871.39,12879.71,12902.12,12795.48,-0.07
20120703,18.767956,4.408083,3.581239,143.493912,27.609893,22,5,4,166,32,1000,12943.82,12868.06,12946.2,12845.28,0.0056
20120705,29.508156,4.173493,6.236864,102.076323,26.373166,36,5,7,117,31,1000,12896.67,12941.85,12961.3,12852.24,-0.36
20120706,24.487092,5.133967,5.502695,115.406728,29.082289,29,6,6,134,34,1000,12772.47,12889.4,12889.4,12702.99,-0.96
20120709,21.857696,5.999335,6.127344,124.368739,25.011424,26,7,7,143,29,1000,12736.29,12772.02,12772.02,12686.57,-0.28
20120710,33.115896,4.290326,9.207435,120.893168,26.4141,40,5,11,140,32,1000,12653.12,12733.87,12830.29,12606.91,-0.65
20120711,22.928788,5.090883,5.836112,122.365965,25.128273,27,6,7,143,30,1000,12604.53,12653.04,12661.97,12534.33,-0.38
20120712,22.929317,2.703127,5.186065,109.367264,23.518552,27,3,6,127,28,1000,12573.27,12602.71,12630.64,12492.25,-0.25
20120713,20.755069,5.732616,4.265406,133.679171,19.712676,25,7,5,154,23,1000,12777.09,12573.73,12784.73,12573.04,0.0162
20120716,22.200844,7.183346,3.411027,137.170654,25.14459,26,8,4,158,30,1000,12727.21,12776.33,12779.58,12690.05,-0.39
20120717,20.981531,6.189419,5.960756,125.500214,24.986696,25,7,7,145,29,1000,12805.54,12728.73,12829.23,12645.1,0.0062
20120718,25.037992,5.27099,7.189643,138.446925,20.47963,30,6,8,160,24,1000,12908.7,12796.98,12921.94,12754.61,0.0081
20120719,33.126492,1.764596,4.504875,125.062588,26.05631,40,2,5,145,31,1000,12943.36,12909.61,12977.57,12889.93,0.0027
20120720,25.042475,2.697131,7.028789,106.624866,21.139185,30,3,8,126,25,1000,12822.57,12942.68,12942.83,12810.35,-0.93
20120723,33.941338,9.67233,8.34373,132.189466,35.572118,40,11,9,154,42,1000,12721.46,12820.45,12820.45,12583.41,-0.79
20120724,31.212069,1.567376,7.978628,117.22363,25.394739,37,2,9,136,30,1000,12617.32,12720.93,12730.09,12521.84,-0.82
20120725,22.071634,3.515078,5.453762,122.929857,23.658064,26,4,6,143,28,1000,12676.05,12617.77,12732.77,12617.62,0.0047
20120726,30.047503,3.653829,9.293717,126.958211,26.278271,35,4,11,148,30,1000,12887.93,12680.59,12931.22,12680.59,0.0167
20120727,25.710449,4.471216,8.677117,129.791502,24.258698,30,5,10,152,28,1000,13075.66,12888.91,13117.74,12888.53,0.0146
20120730,33.109439,4.399456,4.424943,128.154596,23.942897,39,5,5,148,28,1000,13073.01,13075.35,13128.64,13042.85,-0.02
20120731,29.875617,4.396137,5.126947,118.599536,25.152314,36,5,6,138,30,1000,13008.68,13071.72,13082.66,13006.48,-0.49
20120801,21.618472,6.17937,7.865027,127.078534,20.904216,26,7,9,147,25,1000,12971.06,13007.47,13074.83,12951.16,-0.29
20120802,22.328436,5.124509,2.693454,106.475183,22.551753,27,6,3,125,27,1000,12878.88,12969.7,12969.85,12778.9,-0.71
20120803,23.005617,7.027171,4.424718,102.10009,28.405915,27,8,5,119,34,1000,13096.17,12884.82,13133.18,12884.82,0.0169
20120806,22.547904,2.431566,7.760007,104.267956,28.627144,27,3,9,121,34,1000,13117.51,13099.88,13187.28,13099.72,0.0016
20120807,27.689072,5.056153,8.892765,146.467004,28.730243,33,6,10,170,34,1000,13168.6,13118.65,13215.97,13118.42,0.0039
20120808,27.104392,5.38607,6.012003,133.177661,28.371642,32,6,7,154,33,1000,13175.64,13158.1,13202.65,13115.24,0.0005
20120809,33.706465,4.324501,10.902053,138.305766,26.544479,40,5,12,159,31,1000,13165.19,13174.73,13200.23,13125.09,-0.08
20120810,34.896227,5.17636,4.561827,128.64198,27.655785,42,6,5,149,33,1000,13207.95,13163.15,13208.22,13094.96,0.0032
20120813,23.083709,10.30242,6.033495,120.486403,26.959504,27,12,7,140,32,1000,13169.43,13204.93,13205.01,13112.94,-0.29
20120814,28.047479,3.467645,7.3719,122.88411,32.35549,33,4,8,142,38,1000,13172.14,13168.11,13223.01,13142.1,0.0002
20120815,22.136686,7.932514,7.903671,130.482949,33.976207,26,9,9,151,40,1000,13164.78,13157.47,13192.89,13138.23,-0.06
20120816,26.17608,4.267604,7.10186,128.513878,18.247132,31,5,8,148,22,1000,13250.11,13163.24,13269.35,13145.85,0.0065
20120817,31.487351,4.558682,2.394593,150.405485,14.458204,37,5,3,174,17,1000,13275.2,13251.2,13281.32,13244.85,0.0019
20120820,30.639428,10.634079,11.861727,129.263625,24.754656,36,12,13,150,29,1000,13271.64,13274.58,13276.15,13230.06,-0.03
20120821,28.946198,5.086754,5.166066,118.923666,27.200257,34,6,6,138,33,1000,13203.58,13272.1,13330.76,13186.6,-0.51
20120822,35.802713,3.546017,2.760531,152.103599,28.522593,43,4,3,176,34,1000,13172.76,13198.31,13205.06,13120.34,-0.23
20120823,24.621003,1.755342,5.206308,136.359267,25.633619,29,2,6,157,30,1000,13057.46,13171.37,13171.37,13046.46,-0.88
20120824,28.776704,5.136643,5.131985,128.351861,27.069096,34,6,6,148,32,1000,13157.97,13052.82,13175.51,13027.2,0.0077
20120827,30.181256,5.190585,3.521349,129.569397,30.933348,36,6,4,149,37,1000,13124.67,13157.74,13176.17,13115.46,-0.25
20120828,23.850747,8.642173,7.776575,130.942625,34.939242,28,10,9,152,41,1000,13102.99,13122.74,13147.32,13081.12,-0.17
20120829,27.762608,8.530671,5.228892,123.243504,35.538743,33,10,6,144,42,1000,13107.48,13103.46,13144.81,13081.27,0.0003
20120830,27.54043,6.201687,3.724136,124.082331,23.4639,33,7,4,143,28,1000,13000.71,13101.29,13101.37,12978.91,-0.81
20120831,25.475091,5.851681,7.306431,130.309994,36.538187,30,7,8,151,44,1000,13090.84,13002.72,13151.87,13002.64,0.0069
20120904,23.133377,5.291121,8.701519,132.431967,32.259162,28,6,10,154,38,1000,13035.94,13092.15,13092.39,12977.09,-0.42
20120905,35.678819,5.002251,8.071699,124.618376,35.96,42,6,9,146,43,1000,13047.48,13036.09,13095.91,13018.74,0.0009
20120906,28.088632,5.194788,7.919266,106.754521,25.108108,34,6,9,126,30,1000,13292,13045.23,13294.13,13045.08,0.0187
20120907,17.244956,5.110131,4.122979,126.829725,26.973881,21,6,5,146,32,1000,13306.64,13289.53,13320.27,13266.22,0.0011
20120910,33.317687,5.221162,3.549592,125.683545,26.510174,40,6,4,146,31,1000,13254.29,13308.56,13324.1,13251.39,-0.39
20120911,27.075193,10.352468,6.570157,131.743227,38.807809,32,12,8,152,45,1000,13323.36,13254.6,13354.34,13253.21,0.0052
20120912,29.361093,3.624199,5.515168,127.810134,23.726856,35,4,6,148,27,1000,13333.35,13321.62,13373.62,13317.52,0.0007
20120913,30.466585,6.084932,8.713688,137.307817,24.699746,36,7,10,159,29,1000,13539.86,13329.71,13573.33,13325.11,0.0155
20120914,20.415083,1.769213,4.440668,124.349715,33.71166,24,2,5,144,40,1000,13593.37,13540.4,13653.24,13533.94,0.004
20120917,16.408176,7.162357,5.281024,136.484297,32.671897,20,8,6,157,39,1000,13553.1,13588.57,13593.15,13526.67,-0.3
20120918,34.171575,5.226881,5.358175,140.97789,34.996576,41,6,6,166,41,1000,13564.64,13552.33,13582.12,13517.81,0.0009
20120919,26.313896,6.035223,9.83567,158.199005,24.423079,31,7,11,181,29,1000,13577.96,13565.41,13626.48,13556.74,0.001
20120920,29.787878,4.252574,5.115881,131.640296,25.485105,35,5,6,155,30,1000,13596.93,13575.17,13599.02,13503,0.0014
20120921,17.539984,5.238647,5.934129,127.630952,20.864232,21,6,7,147,24,1000,13579.47,13597.24,13647.1,13571.53,-0.13
20120924,30.452667,5.225647,4.313282,136.704556,32.428268,36,6,5,159,38,1000,13558.92,13577.85,13601.9,13521.68,-0.15
20120925,36.647874,4.379105,4.115228,130.922566,28.94439,44,5,5,150,34,1000,13457.55,13559.92,13620.21,13457.25,-0.75
20120926,26.04221,9.103525,1.829845,124.079008,22.841624,31,11,2,143,27,1000,13413.51,13458.63,13480.37,13406.91,-0.33
20120927,32.091268,5.30838,2.793102,133.876992,22.205317,38,6,3,155,26,1000,13485.97,13413.47,13522.83,13413.47,0.0054
20120928,25.348584,4.232253,6.276732,151.932159,20.949879,30,5,7,176,25,1000,13437.13,13485.89,13487.66,13367.27,-0.36
